District,Degree_M_F,Subjects,Optional_Subjects,No_Fail_Paper,Pass_Fail_Abscent,Age,Metric_Inter_Board,Religion,Gender,Reg_Type,Metric_Annual_Supply,Metric_Division,Metric_Mjor_Sub,Inter_Annual_Supply,Inter_Division,Inter_Major_Sub,BA_DIV
1,A,E,2,0,P,B,1,M,M,P,A,B,S ,A,A,A ,B
1,A,E,2,1,F,B,1,H,M,P,A,C,S ,A,C,A ,F
1,A,F,6,1,F,A,1,M,M,P,S,C,S ,A,D,A ,F
1,A,F,2,3,F,B,1,M,M,P,A,C,S ,A,B,A ,F
1,A,E,2,1,F,A,1,M,M,P,S,C,A ,A,B,A ,F
1,A,F,6,0,P,B,1,M,M,P,A,C,S ,A,B,A ,B
1,A,F,2,0,P,A,1,M,M,P,A,A,S ,S,C,A ,B
1,A,F,6,2,F,A,1,M,M,P,A,D,S ,S,C,A ,F
1,A,F,2,0,P,A,1,M,M,P,A,B,S ,A,A,A ,B
1,A,F,6,3,F,A,1,M,M,P,A,D,S ,A,C,A ,F
1,A,D,2,0,P,B,1,M,M,P,A,A,S ,A,B,A ,B
1,A,E,2,0,P,B,5,M,M,P,A,C,A ,A,B,A ,B
1,A,E,6,0,P,A,1,M,M,P,A,B,S ,A,B,A ,B
1,A,E,2,1,F,A,1,H,M,P,S,D,A ,A,C,A ,F
1,A,F,2,0,P,B,1,M,M,P,A,D,A ,A,C,A ,B
1,A,F,2,0,P,B,1,M,M,P,A,B,S ,S,B,A ,B
1,A,E,6,0,P,B,1,M,M,P,S,D,S ,A,B,A ,B
1,A,E,6,0,P,A,1,M,M,P,A,C,S ,A,B,A ,B
1,A,E,6,0,P,A,1,M,M,P,A,C,S ,A,C,A ,B
1,A,F,6,0,P,A,1,M,M,P,A,B,S ,A,B,A ,B
1,A,F,6,0,P,A,1,M,M,P,S,B,A ,A,B,A ,B
1,A,E,2,0,P,B,1,M,M,P,A,B,S ,A,B,A ,B
1,A,F,2,0,P,B,1,C,M,P,S,C,S ,A,B,A ,B
1,A,E,6,0,P,B,1,M,M,P,A,B,S ,S,B,A ,B
1,A,F,6,0,P,A,1,M,M,P,A,B,S ,A,B,A ,B
1,A,E,2,0,P,A,1,M,M,P,A,C,S ,A,B,A ,B
1,A,E,2,0,P,A,1,M,M,P,A,B,S ,A,B,A ,B
1,A,F,2,0,P,A,1,M,M,P,A,C,S ,A,B,A ,B
1,A,E,2,1,F,B,1,M,M,P,A,C,S ,A,C,A ,F
1,A,E,6,1,F,B,1,M,M,P,A,B,S ,A,D,A ,F
1,A,E,2,0,P,A,1,M,M,P,A,B,S ,A,A,A ,B
1,A,F,2,1,F,A,1,M,M,P,A,C,S ,A,D,A ,F
1,A,E,2,0,P,A,1,M,M,P,A,B,S ,A,B,A ,B
1,A,F,6,1,F,A,1,M,M,P,A,B,S ,A,C,A ,F
1,A,E,2,1,F,B,1,M,M,P,A,D,S ,A,C,A ,F
1,A,E,2,0,P,A,1,M,M,P,A,C,S ,A,B,A ,B
1,A,D,6,1,F,B,1,H,M,P,S,C,A ,A,C,A ,F
1,A,E,6,1,F,B,1,M,M,P,S,D,S ,A,D,A ,F
1,A,F,6,0,P,A,1,M,M,P,A,B,S ,A,B,A ,B
1,A,F,6,0,P,B,1,M,M,P,S,B,S ,A,B,A ,B
1,A,F,6,1,F,A,1,M,M,P,A,C,S ,S,C,A ,F
1,A,F,6,1,F,A,1,M,M,P,A,D,S ,S,C,A ,F
1,A,F,6,1,F,B,1,M,M,P,A,C,S ,A,D,A ,F
1,A,F,6,2,F,A,1,M,M,P,A,B,S ,A,D,A ,F
1,A,F,6,0,P,B,1,M,M,P,S,D,A ,S,C,A ,B
1,A,F,6,2,P,A,1,M,M,P,A,D,S ,A,C,A ,B
1,A,F,6,1,F,A,1,M,M,P,A,B,S ,A,D,A ,F
1,A,F,6,0,P,A,1,M,M,P,S,C,S ,S,A,A ,B
1,A,F,6,2,F,A,1,M,M,P,A,B,A ,S,C,A ,F
1,A,F,3,2,F,B,1,M,M,P,A,B,S ,S,D,A ,F
1,A,F,6,1,F,B,1,M,M,P,A,B,S ,A,C,A ,F
1,A,F,6,0,P,B,1,M,M,P,S,C,S ,S,B,A ,B
1,A,F,6,0,P,A,1,M,M,P,A,B,A ,A,B,A ,B
1,A,F,6,0,P,A,1,M,M,P,A,C,S ,S,C,A ,B
1,A,F,6,1,F,B,1,H,M,P,A,B,S ,A,D,A ,F
1,A,F,6,2,F,A,1,H,M,P,A,C,S ,A,C,A ,F
1,A,F,6,2,F,B,1,M,M,P,A,C,S ,S,D,A ,F
1,A,F,6,1,F,B,1,M,M,P,A,C,S ,A,C,A ,F
1,A,F,2,2,F,B,1,M,M,P,A,C,S ,A,D,A ,F
1,A,F,6,2,F,B,1,M,M,P,A,C,S ,A,D,A ,F
1,A,F,6,1,F,A,1,M,M,P,A,C,S ,A,C,A ,F
1,A,F,7,3,F,A,1,M,M,P,A,C,S ,S,D,A ,F
1,A,G,3,1,F,B,1,M,M,P,A,C,S ,S,D,A ,F
1,A,E,6,0,P,B,2,M,M,P,A,B,S ,A,B,A ,B
1,A,E,6,0,P,A,1,M,M,P,A,B,S ,S,B,A ,B
1,A,E,6,0,P,A,2,M,M,P,A,C,S ,A,C,A ,B
1,A,F,6,0,P,B,1,M,M,P,A,A,S ,A,B,A ,B
1,A,F,6,2,F,B,1,M,M,P,A,D,S ,A,C,A ,F
1,A,F,6,3,F,A,1,M,M,P,A,B,S ,S,D,A ,F
1,A,F,6,1,F,B,1,M,M,P,A,B,S ,A,D,S,F
1,A,F,6,1,F,B,1,M,M,P,A,D,A ,S,D,S,F
1,A,E,6,2,F,A,1,M,M,P,S,B,S ,A,C,A ,F
1,A,E,6,2,F,B,1,M,M,P,A,C,S ,A,C,A ,F
1,A,F,7,1,F,B,1,M,M,P,A,C,S ,A,C,A ,F
1,A,F,7,1,F,A,1,M,M,P,A,C,S ,A,C,A ,F
1,A,E,7,0,P,A,1,M,M,P,A,B,S ,A,B,A ,B
1,A,E,6,1,F,B,1,M,M,P,A,D,S ,A,C,A ,B
1,A,E,6,0,P,A,1,M,M,P,A,D,S ,S,B,A ,B
1,A,E,7,0,P,B,1,M,M,P,S,D,A ,A,B,A ,B
1,A,F,7,1,F,A,1,H,M,P,A,C,S ,A,D,A ,F
1,A,E,7,0,P,A,1,M,M,P,A,B,S ,A,B,A ,B
1,A,E,6,0,P,A,1,M,M,P,A,D,S ,A,B,A ,B
1,A,F,1,0,P,A,1,M,M,P,A,B,S ,A,B,A ,B
1,A,E,6,2,P,B,1,M,M,P,A,D,S ,S,D,A ,B
1,A,F,6,1,F,B,1,M,M,P,S,C,S ,A,D,A ,F
1,A,E,6,1,F,B,1,M,M,P,A,D,S ,A,C,A ,F
1,A,F,6,2,F,A,1,M,M,P,A,C,S ,A,D,A ,F
1,A,E,6,0,P,A,1,M,M,P,A,A,S ,S,B,A ,B
1,A,E,6,0,P,B,1,H,M,P,A,B,S ,A,B,A ,B
1,A,F,6,0,P,B,1,M,M,P,A,C,S ,A,B,A ,B
1,A,E,6,0,P,B,1,M,M,P,A,C,S ,S,B,A ,B
1,A,E,6,0,P,A,1,M,M,P,A,A,S ,A,B,A ,B
1,A,F,7,2,F,A,1,M,M,P,A,C,S ,A,C,A ,F
1,A,E,7,2,F,A,1,M,M,P,A,C,S ,A,C,A ,F
1,A,E,6,0,P,A,1,M,M,P,A,C,S ,A,B,A ,B
1,A,D,6,3,F,A,1,M,M,P,A,C,S ,A,D,A ,F
1,A,E,7,0,P,A,1,M,M,P,S,D,S ,A,B,A ,B
1,A,E,6,0,P,A,1,M,M,P,S,D,S ,A,C,A ,B
1,A,E,6,2,F,A,1,M,M,P,S,C,S ,A,D,A ,F
1,A,E,7,0,P,B,1,M,M,P,A,B,S ,A,B,A ,B
1,A,F,7,0,P,A,1,M,M,P,A,A,S ,A,B,A ,B
1,A,E,6,0,P,A,1,M,M,P,A,A,S ,A,B,A ,B
1,A,F,6,0,P,A,1,M,M,P,A,A,S ,A,B,A ,B
1,A,E,7,1,F,B,1,M,M,P,A,C,S ,A,D,A ,F
1,A,F,7,0,P,A,1,M,M,P,A,B,S ,A,B,A ,B
1,A,F,6,1,F,A,1,M,M,P,A,C,S ,A,D,A ,F
1,A,E,6,1,F,A,1,M,M,P,A,C,S ,A,D,A ,F
1,A,F,2,0,P,A,1,M,M,P,A,B,S ,S,B,A ,B
1,A,F,6,2,P,A,1,M,M,P,A,C,S ,A,D,A ,F
1,A,F,6,1,P,A,1,M,M,P,A,C,S ,A,D,A ,F
1,A,E,6,0,P,B,1,M,M,P,A,B,S ,A,B,A ,B
1,A,E,6,0,P,A,1,M,M,P,A,B,S ,A,B,A ,B
1,A,E,6,2,F,B,1,M,M,P,A,C,S ,A,D,A ,F
1,A,E,6,2,F,B,1,M,M,P,A,C,S ,S,D,A ,F
1,A,E,6,0,P,A,1,M,M,P,A,B,S ,A,B,A ,B
1,A,E,6,1,F,B,1,M,M,P,A,C,S ,A,C,A ,F
1,A,F,2,0,P,A,1,M,M,P,A,A,S ,A,B,A ,B
1,A,E,6,1,F,A,1,M,M,P,A,B,S ,A,C,A ,F
1,A,F,6,0,P,A,1,M,M,P,A,B,S ,A,B,A ,B
1,A,E,6,0,P,A,1,M,M,P,A,B,S ,S,B,A ,B
1,A,E,2,0,P,A,1,M,M,P,A,A,S ,A,B,A ,B
1,A,F,6,1,F,A,1,M,M,P,A,C,S ,A,D,A ,F
1,A,E,6,0,P,B,1,M,M,P,A,B,S ,A,B,A ,B
1,A,E,6,1,P,B,1,M,M,P,S,B,S ,A,D,S,F
1,A,F,6,1,F,A,1,M,M,P,A,D,S ,A,C,S,F
1,A,E,2,0,P,A,1,M,M,P,A,B,S ,A,B,A ,B
1,A,E,2,0,P,A,1,M,M,P,A,B,S ,A,B,A ,B
1,A,E,6,0,P,A,1,M,M,P,S,A,S ,S,C,A ,B
1,A,F,2,0,P,B,1,M,M,P,A,D,S ,A,B,A ,B
1,A,F,2,0,P,B,1,M,M,P,A,B,S ,A,C,A ,B
1,A,E,2,1,P,B,1,M,M,P,S,C,A ,A,B,A ,B
1,A,E,6,2,F,B,1,M,M,R,A,D,A ,A,C,A ,F
1,A,E,7,2,F,B,1,M,M,R,A,C,S ,S,D,A ,F
1,A,E,6,0,P,A,1,M,M,R,A,A,S ,S,B,A ,B
1,A,E,6,1,F,A,1,M,M,R,A,C,S ,S,C,A ,F
1,A,F,6,0,P,A,1,M,M,R,A,B,S ,A,B,A ,B
1,A,D,6,1,F,A,1,M,M,R,A,D,S ,A,C,A ,F
1,A,E,7,0,P,B,1,M,M,R,A,A,S ,A,B,A ,B
1,A,E,7,0,P,B,1,M,M,R,A,C,S ,S,B,A ,B
1,A,D,7,1,F,A,1,M,M,R,A,D,S ,S,C,A ,F
1,A,E,6,0,P,A,1,M,M,R,A,B,S ,S,C,A ,B
1,A,E,6,1,F,B,1,M,M,R,A,B,S ,S,D,A ,F
1,A,E,6,2,F,B,1,M,M,R,A,C,S ,S,C,A ,F
1,A,E,6,1,F,B,1,M,M,R,A,C,S ,A,D,A ,F
1,A,E,7,1,F,B,1,M,M,R,A,C,S ,A,D,A ,F
1,A,E,7,0,P,A,1,H,M,R,A,A,S ,A,B,A ,B
1,A,F,7,0,P,B,1,M,M,R,A,C,S ,A,B,A ,B
1,A,E,6,2,P,A,1,M,M,R,A,D,S ,A,C,A ,B
1,A,F,7,1,F,B,1,M,M,R,A,D,S ,A,C,A ,F
1,A,E,2,1,F,A,1,M,M,R,A,B,S ,A,D,A ,F
1,A,E,6,1,F,B,1,M,M,R,A,B,A ,A,C,A ,F
1,A,F,6,2,F,A,1,M,M,R,A,B,S ,A,C,A ,F
1,A,E,6,0,P,A,1,M,M,R,A,D,S ,A,B,A ,B
1,A,E,6,2,P,A,1,M,M,R,A,D,S ,A,C,A ,B
1,A,E,6,2,P,A,1,M,M,R,A,D,S ,S,D,A ,B
1,A,E,6,2,F,A,1,M,M,R,A,D,S ,A,C,A ,F
1,A,E,7,1,F,A,1,M,M,R,A,B,S ,A,C,A ,F
1,A,E,7,1,F,A,1,M,M,R,A,B,S ,A,D,A ,F
1,A,E,6,0,P,A,1,M,M,R,A,C,S ,A,B,A ,B
1,A,E,6,3,F,B,1,M,M,R,A,D,S ,A,C,A ,F
1,A,D,6,0,P,B,1,M,M,R,A,B,S ,A,D,A ,B
1,A,E,6,1,F,B,1,M,M,R,A,C,S ,A,C,A ,F
1,A,F,7,0,P,A,1,M,M,R,A,A,S ,A,A,A ,A
1,A,E,6,0,P,B,1,H,M,R,A,B,S ,A,A,A ,B
1,A,E,7,0,P,A,1,M,M,R,A,B,S ,A,A,A ,B
1,A,E,6,2,P,B,1,M,M,R,A,C,S ,A,D,A ,B
1,A,E,7,0,P,A,1,M,M,R,S,B,S ,A,B,A ,B
1,A,F,6,2,P,A,1,M,M,R,S,C,S ,A,D,A ,B
1,A,E,6,0,P,A,1,M,M,R,A,B,S ,A,B,A ,B
1,A,F,6,0,P,B,1,M,M,R,A,B,S ,A,B,A ,B
1,A,D,7,1,F,B,1,M,M,R,A,D,S ,S,C,S,F
1,A,D,7,2,F,B,1,M,M,R,A,C,A ,A,C,S,F
1,A,D,7,1,F,A,1,M,M,R,S,D,A ,A,C,S,F
1,A,D,7,1,F,B,1,M,M,P,A,D,A ,A,C,A ,F
1,A,D,7,0,P,B,1,M,M,P,A,C,A ,A,B,S,B
1,A,G,7,1,F,A,5,M,M,P,A,D,A ,A,C,S,F
1,A,D,6,1,F,B,1,M,M,P,A,D,A ,A,C,S,F
1,A,D,6,3,F,B,1,M,M,P,A,D,S ,S,C,S,F
1,A,D,7,1,F,C,1,M,M,P,A,D,S ,S,C,S,F
1,A,D,6,0,P,C,2,M,M,P,A,B,A ,A,B,S,B
1,A,D,7,1,F,C,4,M,M,P,S,C,S ,S,D,S,F
1,A,D,7,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
1,A,D,6,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
1,A,D,7,2,F,A,1,M,M,P,A,D,S ,S,D,S,F
1,A,D,6,0,P,C,1,M,M,P,A,C,A ,A,B,S,B
1,A,D,7,1,F,C,1,H,M,P,A,C,S ,S,C,S,F
1,A,D,6,0,P,B,1,M,M,P,S,C,S ,S,A,S,B
1,A,D,7,1,F,B,1,M,M,P,A,C,A ,A,C,S,F
1,A,D,7,1,F,A,1,H,M,P,A,D,A ,A,C,A ,F
1,A,D,7,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
1,A,D,7,2,F,B,1,M,M,P,A,C,A ,A,C,S,F
1,A,D,7,1,F,C,1,M,M,P,A,C,S ,S,C,S,F
1,A,D,7,0,P,B,1,M,M,P,S,C,S ,S,B,S,B
1,A,D,6,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
1,A,D,6,1,F,C,1,M,M,P,A,D,A ,A,C,S,F
1,A,G,7,1,F,C,1,M,M,P,A,C,A ,S,C,S,F
1,A,D,7,1,F,B,1,M,M,P,S,C,S ,S,C,S,F
1,A,D,7,2,F,C,1,M,M,P,A,D,A ,A,C,S,F
1,A,D,7,1,F,A,1,M,M,P,A,D,A ,A,C,S,F
1,A,D,7,1,F,B,1,M,M,P,A,D,S ,S,B,S,F
1,A,D,7,1,F,B,1,M,M,P,A,D,A ,A,C,S,F
1,A,D,7,0,P,B,1,M,M,P,S,B,S ,S,B,S,B
1,A,D,7,1,F,B,1,M,M,P,A,D,A ,A,C,S,F
1,A,D,7,1,F,C,1,M,M,P,A,D,S ,S,C,A ,F
1,A,D,7,2,F,A,1,M,M,P,A,C,A ,A,D,S,F
1,A,D,7,1,F,B,1,M,M,P,S,C,S ,S,C,S,F
1,A,D,7,1,F,B,1,M,M,P,A,D,A ,S,D,S,F
1,A,D,7,1,F,A,2,M,M,P,A,D,S ,S,C,A ,F
1,A,D,7,1,F,A,5,M,M,P,A,D,S ,S,C,S,F
1,A,D,7,1,F,B,1,H,M,P,A,D,A ,S,C,S,F
1,A,D,7,0,P,B,1,M,M,R,A,C,A ,A,A,S,B
1,A,D,7,2,F,A,1,M,M,R,S,D,S ,S,C,S,F
1,A,D,7,1,F,B,1,M,M,R,A,C,A ,A,B,S,F
1,A,D,7,0,P,B,1,M,M,R,A,B,S ,S,B,S,B
1,A,D,7,1,F,A,1,M,M,R,A,D,S ,S,C,S,F
1,A,D,7,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
1,A,D,7,1,F,B,1,M,M,P,S,D,S ,S,C,S,F
1,A,D,7,1,F,B,1,M,M,P,A,C,A ,A,C,A ,F
1,A,D,7,1,F,C,1,M,M,P,A,D,S ,S,C,S,F
1,A,D,7,2,F,A,1,M,M,P,A,D,S ,S,C,S,F
1,A,D,7,1,F,B,1,M,M,P,A,D,A ,A,C,S,F
1,A,D,7,1,F,B,1,M,M,P,A,D,S ,S,B,S,F
1,A,D,7,1,F,A,4,M,M,P,S,D,A ,A,C,S,F
1,A,D,7,1,F,B,1,M,M,P,A,D,A ,A,D,S,F
1,A,D,7,1,F,B,1,M,M,P,A,C,A ,A,C,S,F
1,A,D,7,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
1,A,D,7,2,F,C,1,M,M,P,A,D,A ,A,C,S,F
1,A,D,7,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
1,A,D,7,1,F,B,1,H,M,P,S,C,S ,S,C,S,F
1,A,D,7,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
1,A,D,7,1,F,C,1,M,M,P,A,D,A ,S,D,S,F
1,A,D,7,1,F,A,1,M,M,P,A,C,A ,S,C,S,F
1,A,D,7,0,P,B,1,M,M,P,A,D,A ,A,C,S,B
1,A,D,7,1,F,B,1,M,M,P,A,D,A ,A,B,S,F
1,A,F,2,2,F,A,1,M,M,P,A,D,S ,S,C,A ,F
1,A,E,6,1,F,C,1,H,M,P,S,D,A ,A,C,S,F
1,A,F,2,1,F,C,1,M,M,P,A,D,A ,A,C,S,F
1,A,D,6,1,F,A,1,M,M,P,A,D,A ,A,C,S,F
1,A,D,6,3,F,A,1,M,M,P,S,D,S ,S,C,S,F
1,A,D,2,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
1,A,F,6,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
1,A,F,6,1,F,C,1,H,M,P,A,D,A ,A,D,A ,F
1,A,F,2,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
1,A,F,6,2,F,A,1,M,M,R,A,D,S ,S,C,S,F
1,A,F,6,2,P,A,1,M,M,R,A,C,A ,S,C,S,B
1,A,G,6,1,F,B,1,M,M,R,A,C,A ,S,C,S,F
1,A,F,5,2,P,A,1,M,M,R,A,D,A ,A,C,S,B
1,A,F,2,1,F,C,1,H,M,R,A,D,A ,A,C,S,F
1,A,F,2,0,P,A,1,H,M,R,S,C,A ,A,B,S,B
1,A,F,6,1,F,C,1,M,M,R,A,C,S ,S,D,S,F
1,A,E,2,0,P,C,1,M,M,R,A,A,S ,S,A,S,A
1,A,E,5,1,F,B,1,M,M,R,A,D,S ,S,C,A ,F
1,A,F,2,2,F,C,1,M,M,R,A,D,S ,S,C,S,F
1,A,D,6,0,P,C,1,M,M,R,S,B,A ,S,B,S,B
1,A,D,6,1,F,A,1,M,M,R,A,D,A ,A,C,S,F
1,A,G,2,1,F,B,1,M,M,P,A,D,S ,S,C,A ,F
1,A,D,6,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
1,A,F,2,0,P,B,1,M,M,P,S,B,S ,S,B,S,B
1,A,F,2,0,P,B,4,M,M,P,A,C,A ,A,B,S,B
1,A,D,2,1,F,A,1,M,M,P,A,D,A ,A,C,S,F
1,A,F,5,1,F,A,1,M,M,P,A,C,A ,A,B,S,F
1,A,D,2,0,P,B,1,M,M,P,A,B,A ,A,B,S,B
1,A,F,2,2,F,B,1,M,M,P,A,D,A ,A,D,S,F
1,A,F,2,0,P,A,2,M,M,P,A,C,S ,S,B,S,B
1,A,E,7,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
1,A,E,1,0,P,B,1,M,M,P,A,D,A ,A,C,S,B
1,A,F,2,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
1,A,D,6,1,F,C,1,M,M,P,A,D,S ,S,C,S,F
1,A,E,6,0,P,B,1,M,M,P,S,C,S ,S,B,S,B
1,A,G,2,0,P,B,1,H,M,P,A,B,A ,A,B,S,B
1,A,F,5,1,F,A,1,M,M,P,A,D,A ,A,C,A ,F
1,A,D,2,1,F,B,1,M,M,P,A,D,A ,A,C,S,F
1,A,D,6,0,P,B,1,M,M,P,A,B,S ,S,C,S,B
1,A,F,2,1,F,A,1,C,M,P,A,D,A ,S,C,S,F
1,A,E,6,2,F,C,1,M,M,P,S,D,S ,S,C,S,F
1,A,F,6,1,F,C,1,M,M,P,A,C,A ,S,C,S,F
1,A,D,6,0,P,A,1,M,M,P,A,C,S ,S,A,S,B
1,A,E,6,1,F,B,1,M,M,P,A,C,A ,A,C,S,F
1,A,D,6,1,F,B,1,M,M,P,S,D,A ,A,D,S,F
1,A,D,6,2,F,B,1,M,M,P,A,D,S ,S,B,S,F
1,A,D,6,1,F,C,5,M,M,P,A,D,S ,S,D,S,F
1,A,E,6,1,F,C,1,M,M,P,A,D,A ,A,C,S,F
1,A,E,6,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
1,A,D,6,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
1,A,D,7,0,P,C,1,M,M,P,A,C,A ,A,B,S,B
1,A,F,5,2,P,B,1,M,M,P,A,C,S ,S,C,S,B
1,A,G,6,0,P,B,1,M,M,P,S,B,S ,S,B,S,B
1,A,D,6,0,P,C,1,M,M,P,A,B,A ,A,B,S,B
1,A,F,2,0,P,C,2,M,M,P,A,B,A ,A,B,A ,B
1,A,F,2,1,F,A,1,M,M,P,A,C,A ,A,C,S,F
1,A,F,2,2,F,B,1,M,M,P,A,D,A ,A,C,S,F
1,A,E,6,1,F,B,1,H,M,P,A,D,S ,S,C,S,F
1,A,F,2,1,F,A,1,H,M,P,S,D,S ,S,C,S,F
1,A,D,6,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
1,A,F,2,0,P,C,1,M,M,P,A,B,S ,S,B,S,B
1,A,E,6,1,F,B,1,M,M,P,A,D,A ,S,C,S,F
1,A,F,5,1,F,A,4,M,M,P,S,D,S ,S,C,S,F
1,A,E,6,0,P,A,1,M,M,P,S,B,A ,A,B,S,B
1,A,G,6,0,P,B,1,C,M,P,A,C,A ,A,B,S,B
1,A,G,6,0,P,A,1,M,M,P,A,B,A ,S,B,S,B
1,A,E,6,2,F,B,1,M,M,P,A,D,A ,S,C,S,F
1,A,D,6,1,F,C,1,M,M,P,A,C,A ,A,C,S,F
1,A,F,2,0,P,A,1,M,M,P,S,C,A ,A,A,S,B
1,A,F,2,1,F,B,1,M,M,P,A,D,S ,S,D,S,F
1,A,E,6,1,F,B,1,H,M,P,A,C,A ,A,C,S,F
1,A,G,2,0,P,A,1,M,M,P,A,C,A ,A,B,A ,B
1,A,F,2,0,P,A,2,M,M,P,A,B,A ,A,B,S,B
1,A,F,2,0,P,B,1,M,M,P,A,C,S ,S,B,S,B
1,A,F,2,3,F,C,1,M,M,P,A,C,S ,S,C,S,F
1,A,D,2,2,P,B,1,M,M,P,A,D,S ,S,B,S,B
1,A,D,6,1,F,B,1,M,M,P,A,D,A ,A,C,S,F
1,A,D,6,1,F,B,1,M,M,P,S,C,A ,A,D,S,F
1,A,E,6,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
1,A,D,6,2,F,B,1,M,M,P,A,D,S ,S,C,S,F
1,A,D,6,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
1,A,E,6,1,F,C,1,M,M,P,S,D,A ,A,C,A ,F
1,A,F,3,1,F,A,1,M,M,P,A,D,A ,S,C,A ,F
1,A,E,6,1,F,A,1,H,M,P,A,C,S ,S,C,S,F
1,A,D,6,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
1,A,D,6,1,F,C,1,M,M,P,A,D,S ,S,C,S,F
1,A,E,6,1,F,C,1,M,M,P,S,C,A ,S,C,S,F
1,A,F,6,1,F,A,1,M,M,P,A,D,A ,A,B,S,F
1,A,G,6,1,F,A,1,M,M,P,A,C,S ,S,C,S,F
1,A,D,6,0,P,B,1,M,M,P,A,B,S ,S,B,S,B
1,A,E,3,0,P,C,1,M,M,P,A,B,A ,A,B,S,B
1,A,F,2,0,P,B,1,M,M,P,S,D,A ,S,C,S,B
1,A,F,2,0,P,B,1,M,M,P,A,D,A ,A,C,A ,B
1,A,G,2,2,F,A,1,M,M,P,A,D,S ,S,C,S,F
1,A,D,6,0,P,B,1,M,M,P,A,D,A ,A,C,S,B
1,A,F,2,0,P,B,1,M,M,P,S,C,A ,A,B,S,B
1,A,F,2,0,P,A,1,M,M,P,A,B,A ,A,B,S,B
1,A,F,2,0,P,A,1,M,M,P,A,B,S ,S,B,S,B
1,A,F,2,0,P,B,4,H,M,P,A,C,S ,S,A,S,B
1,A,D,2,1,F,C,1,M,M,P,S,D,A ,A,C,S,F
1,A,D,6,0,P,A,1,M,M,P,A,B,S ,S,C,S,B
1,A,G,2,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
1,A,D,6,0,P,B,1,M,M,P,A,B,S ,S,C,S,B
1,A,D,6,0,P,C,1,M,M,P,S,C,A ,A,B,A ,B
1,A,G,6,1,F,B,5,M,M,P,A,D,A ,S,C,S,F
1,A,D,6,0,P,C,1,M,M,P,A,B,S ,S,B,S,B
1,A,E,6,1,F,B,1,M,M,P,A,D,S ,S,D,S,F
1,A,D,6,1,F,C,1,M,M,P,S,D,A ,A,D,S,F
1,A,D,6,0,P,B,1,M,M,P,A,D,A ,A,C,S,B
1,A,E,6,1,F,B,1,H,M,P,A,D,S ,S,C,S,F
1,A,E,2,1,F,C,1,M,M,P,A,D,S ,S,C,S,F
1,A,D,6,1,F,A,1,M,M,P,S,C,A ,S,C,S,F
1,A,F,3,2,F,B,1,M,M,P,A,D,A ,S,B,S,F
1,A,D,6,1,F,B,1,M,M,P,A,C,S ,S,C,S,F
1,A,D,6,0,P,C,1,M,M,P,S,B,A ,A,B,S,B
1,A,G,6,0,P,C,1,M,M,P,A,C,A ,A,B,S,B
1,A,E,6,1,F,B,1,M,M,P,A,D,A ,A,C,S,F
1,A,D,6,1,F,C,1,M,M,P,A,D,A ,A,C,S,F
1,A,F,2,1,F,B,1,H,M,P,A,D,A ,A,C,S,F
1,A,D,6,2,P,B,1,M,M,P,S,D,S ,S,C,A ,B
1,A,D,2,1,F,A,1,M,M,P,A,D,S ,S,C,S,F
1,A,D,3,0,P,B,1,M,M,P,A,B,A ,A,B,S,B
1,A,D,7,1,F,C,1,M,M,P,A,D,S ,S,C,S,F
1,A,F,3,0,P,A,1,M,M,P,S,B,S ,S,B,S,B
1,A,D,7,0,P,B,1,M,M,P,A,B,A ,S,B,S,B
1,A,F,3,0,P,B,1,M,M,P,A,D,S ,S,D,S,B
1,A,F,2,1,F,C,1,M,M,P,A,D,S ,S,C,S,F
1,A,F,6,0,P,A,1,H,M,P,A,C,S ,S,C,A ,B
1,A,F,3,1,F,B,1,M,M,P,A,D,A ,A,C,A ,F
1,A,F,3,2,F,B,4,M,M,P,S,D,S ,S,C,A ,F
1,A,F,3,1,F,A,1,M,M,P,A,D,S ,S,B,S,F
1,A,F,3,1,F,B,1,M,M,P,A,D,S ,S,C,S,F
1,A,F,3,1,F,B,1,M,M,P,A,C,A ,S,C,S,F
1,A,F,3,0,P,A,1,M,M,P,A,D,A ,A,C,S,B
1,A,F,3,0,P,B,1,M,M,P,S,D,S ,S,C,S,B
